Index,Account #     , Meter #       , Usage Date   ,Month,Day, Usage (kWh)         , End Meter Read   , Daily Energy Cost Approx   , High Temperature      , Avg Temperature      ,Low Temperature   
87,184510001,137389, 11/26/2018   ,11,26,7,29600,0.65,45,37,32
88,184510001,137389, 11/27/2018   ,11,27,4,29604,0.37,50,43,38
89,184510001,137389, 11/28/2018   ,11,28,11,29615,1.02,40,30,20
90,184510001,137389, 11/29/2018   ,11,29,16,29631,1.49,59,47,38
91,184510001,137389, 11/30/2018   ,11,30,19,29650,1.77,59,48,36
92,184510001,137389, 12/01/2018   ,12,1,10,29660,0.93,73,57,56
93,184510001,137389, 12/02/2018   ,12,2,10,29670,0.93,56,45,40
94,184510001,137389, 12/03/2018   ,12,3,22,29692,2.05,41,38,34
95,184510001,137389, 12/04/2018   ,12,4,22,29714,2.05,58,48,36
96,184510001,137389, 12/05/2018   ,12,5,20,29734,1.86,88,79,72
97,184510001,137389, 12/06/2018   ,12,6,22,29756,2.05,85,75,68
98,184510001,137389, 12/07/2018   ,12,7,23,29779,2.14,72,57,43
99,184510001,137389, 12/08/2018   ,12,8,12,29791,1.12,72,65,61
100,184510001,137389, 12/09/2018   ,12,9,11,29802,1.02,54,47,45
101,184510001,137389, 12/10/2018   ,12,10,36,29838,3.35,58,52,50
102,184510001,137389, 12/11/2018   ,12,11,18,29856,1.67,49,36,29
103,184510001,137389, 12/12/2018   ,12,12,20,29876,1.86,58,51,45
104,184510001,137389, 12/13/2018   ,12,13,10,29886,0.93,52,41,31
105,184510001,137389, 12/14/2018   ,12,14,9,29895,0.84,58,50,47
106,184510001,137389, 12/15/2018   ,12,15,46,29941,4.28,43,35,31
107,184510001,137389, 12/16/2018   ,12,16,25,29966,2.33,43,33,23
108,184510001,137389, 12/17/2018   ,12,17,17,29983,1.58,50,38,29
109,184510001,137389, 12/18/2018   ,12,18,14,29997,1.3,59,46,31
110,184510001,137389, 12/19/2018   ,12,19,23,30020,2.14,63,50,43
111,184510001,137389, 12/20/2018   ,12,20,19,30039,1.77,56,46,38
112,184510001,137389, 12/21/2018   ,12,21,13,30052,1.21,54,49,32
113,184510001,137389, 12/22/2018   ,12,22,18,30070,1.67,49,46,38
114,184510001,137389, 12/23/2018   ,12,23,17,30087,1.58,56,47,40
115,184510001,137389, 12/24/2018   ,12,24,47,30134,4.37,56,45,36
116,184510001,137389, 12/25/2018   ,12,25,21,30155,1.95,81,73,65
117,184510001,137389, 12/26/2018   ,12,26,24,30179,2.23,83,72,65
118,184510001,137389, 12/27/2018   ,12,27,33,30212,3.04,68,57,49
119,184510001,137389, 12/28/2018   ,12,28,57,30269,5.26,67,60,56
120,184510001,137389, 12/29/2018   ,12,29,21,30290,1.94,59,53,45
121,184510001,137389, 12/30/2018   ,12,30,26,30316,2.4,68,54,40
122,184510001,137389, 12/31/2018   ,12,31,33,30349,3.04,72,63,61
123,184510001,137389, 01/01/2019   ,1,1,14,30363,1.29,49,43,40
124,184510001,137389, 01/02/2019   ,1,2,5,30368,0.46,54,42,40
125,184510001,137389, 01/03/2019   ,1,3,4,30372,0.37,52,43,36
126,184510001,137389, 01/04/2019   ,1,4,3,30375,0.28,52,37,27
127,184510001,137389, 01/05/2019   ,1,5,2,30377,0.18,49,39,34
128,184510001,137389, 01/06/2019   ,1,6,5,30382,0.46,50,35,27
129,184510001,137389, 01/07/2019   ,1,7,7,30389,0.65,56,51,50
130,184510001,137389, 01/08/2019   ,1,8,5,30394,0.46,63,54,52
131,184510001,137389, 01/09/2019   ,1,9,5,30399,0.46,65,58,59
132,184510001,137389, 01/10/2019   ,1,10,3,30402,0.28,54,48,41
133,184510001,137389, 01/11/2019   ,1,11,4,30406,0.37,59,48,36
134,184510001,137389, 01/12/2019   ,1,12,4,30410,0.37,59,50,45
135,184510001,137389, 01/13/2019   ,1,13,40,30450,3.69,58,50,50
136,184510001,137389, 01/14/2019   ,1,14,16,30466,1.48,47,38,31
137,184510001,137389, 01/15/2019   ,1,15,17,30483,1.57,63,54,49
138,184510001,137389, 01/16/2019   ,1,16,15,30498,1.38,88,78,70
139,184510001,137389, 01/17/2019   ,1,17,14,30512,1.29,88,78,70
140,184510001,137389, 01/18/2019   ,1,18,16,30528,1.48,85,76,68
141,184510001,137389, 01/19/2019   ,1,19,15,30543,1.38,85,75,65
142,184510001,137389, 01/20/2019   ,1,20,21,30564,1.94,77,71,67
143,184510001,137389, 01/21/2019   ,1,21,28,30592,2.58,79,71,67
144,184510001,137389, 01/22/2019   ,1,22,10,30602,0.92,88,75,67
145,184510001,137389, 01/23/2019   ,1,23,7,30609,0.65,79,72,74
146,184510001,137389, 01/24/2019   ,1,24,6,30615,0.55,68,59,52
147,184510001,137389, 01/25/2019   ,1,25,33,30648,3.04,50,46,45
148,184510001,137389, 01/26/2019   ,1,26,25,30673,2.31,61,56,52
149,184510001,137389, 01/27/2019   ,1,27,25,30698,2.31,58,48,41
150,184510001,137389, 01/28/2019   ,1,28,41,30739,3.78,67,57,50
151,184510001,137389, 01/29/2019   ,1,29,24,30763,2.21,54,39,32
152,184510001,137389, 01/30/2019   ,1,30,15,30778,1.38,50,43,41
153,184510001,137389, 01/31/2019   ,1,31,23,30801,2.12,50,42,34
154,184510001,137389, 02/01/2019   ,2,1,15,30816,1.38,59,54,49
155,184510001,137389, 02/02/2019   ,2,2,30,30846,2.77,56,47,41
156,184510001,137389, 02/03/2019   ,2,3,29,30875,2.67,47,39,34
157,184510001,137389, 02/04/2019   ,2,4,45,30920,4.15,43,31,22
158,184510001,137389, 02/05/2019   ,2,5,33,30953,3.04,45,41,34
159,184510001,137389, 02/06/2019   ,2,6,9,30962,0.83,52,50,49
160,184510001,137389, 02/07/2019   ,2,7,9,30971,0.83,45,41,38
161,184510001,137389, 02/08/2019   ,2,8,31,31002,2.86,59,45,34
162,184510001,137389, 02/09/2019   ,2,9,17,31019,1.57,86,77,70
163,184510001,137389, 02/10/2019   ,2,10,16,31035,1.48,83,75,70
164,184510001,137389, 02/11/2019   ,2,11,19,31054,1.75,77,74,70
165,184510001,137389, 02/12/2019   ,2,12,19,31073,1.75,83,74,68
166,184510001,137389, 02/13/2019   ,2,13,22,31095,2.03,79,72,68
167,184510001,137389, 02/14/2019   ,2,14,21,31116,1.94,79,69,61
168,184510001,137389, 02/15/2019   ,2,15,31,31147,2.86,79,69,61
169,184510001,137389, 02/16/2019   ,2,16,7,31154,0.65,83,75,67
170,184510001,137389, 02/17/2019   ,2,17,7,31161,0.65,59,47,36
171,184510001,137389, 02/18/2019   ,2,18,9,31170,0.83,65,52,38
172,184510001,137389, 02/19/2019   ,2,19,3,31173,0.28,67,64,61
173,184510001,137389, 02/20/2019   ,2,20,3,31176,0.28,49,41,40
174,184510001,137389, 02/21/2019   ,2,21,8,31184,0.74,65,58,56
175,184510001,137389, 02/22/2019   ,2,22,4,31188,0.37,52,47,45
176,184510001,137389, 02/23/2019   ,2,23,5,31193,0.46,56,50,43
177,184510001,137389, 02/24/2019   ,2,24,4,31197,0.37,52,40,27
178,184510001,137389, 02/25/2019   ,2,25,5,31202,0.46,52,49,45
179,184510001,137389, 02/26/2019   ,2,26,5,31207,0.46,43,36,29
180,184510001,137389, 02/27/2019   ,2,27,3,31210,0.28,54,43,31
181,184510001,137389, 02/28/2019   ,2,28,2,31212,0.18,45,42,41
